step,mean_reward,episodes,policy_loss,value_loss,entropy,method,env,seed
360448,-364.3350898169444,360,-0.16664478182792664,0.42195799946784973,8.476387977600098,td1,HalfCheetah-v5,2
376832,-371.64793555459755,376,-0.14452096819877625,0.39795947074890137,8.474601745605469,td1,HalfCheetah-v5,2
393216,-369.37075627185334,392,-0.1341606080532074,0.4081878066062927,8.472823143005371,td1,HalfCheetah-v5,2
409600,-365.3307391000104,408,-0.15289145708084106,0.40760332345962524,8.471062660217285,td1,HalfCheetah-v5,2
425984,-358.3947452660538,424,-0.13211050629615784,0.39418840408325195,8.469300270080566,td1,HalfCheetah-v5,2
442368,-347.8631689122839,440,-0.1433359682559967,0.3843931257724762,8.467559814453125,td1,HalfCheetah-v5,2
458752,-339.3608159554657,456,-0.1350267231464386,0.4104110300540924,8.465821266174316,td1,HalfCheetah-v5,2
475136,-338.2675697950732,472,-0.12013618648052216,0.42903509736061096,8.464095115661621,td1,HalfCheetah-v5,2
491520,-338.71052981909423,488,-0.14034539461135864,0.4536822438240051,8.462395668029785,td1,HalfCheetah-v5,2
507904,-340.0131376652459,504,-0.11175579577684402,0.42274704575538635,8.460701942443848,td1,HalfCheetah-v5,2
524288,-337.6077611038433,520,-0.13181516528129578,0.40239325165748596,8.459052085876465,td1,HalfCheetah-v5,2
540672,-340.8000806591296,536,-0.12891040742397308,0.4115641117095947,8.457404136657715,td1,HalfCheetah-v5,2
557056,-342.5616468660365,552,-0.10940393805503845,0.4211655259132385,8.455765724182129,td1,HalfCheetah-v5,2
573440,-344.89661718263795,568,-0.09453196823596954,0.44512173533439636,8.45416259765625,td1,HalfCheetah-v5,2
589824,-341.08731438742217,584,-0.12356959283351898,0.44030898809432983,8.45261287689209,td1,HalfCheetah-v5,2
606208,-339.7752363755433,600,-0.11536990851163864,0.4566304087638855,8.451065063476562,td1,HalfCheetah-v5,2
622592,-342.93865422821216,616,-0.12065789103507996,0.4532337784767151,8.449538230895996,td1,HalfCheetah-v5,2
638976,-344.52996701000995,632,-0.10198814421892166,0.45186126232147217,8.448012351989746,td1,HalfCheetah-v5,2
655360,-350.4604640510271,648,-0.08197301626205444,0.4805004596710205,8.446516990661621,td1,HalfCheetah-v5,2
671744,-342.6126486637903,664,-0.11679224669933319,0.4518216848373413,8.445082664489746,td1,HalfCheetah-v5,2
688128,-342.7664812803603,680,-0.08667073398828506,0.4483829736709595,8.443648338317871,td1,HalfCheetah-v5,2
704512,-335.0797564116586,696,-0.10111570358276367,0.45942699909210205,8.442268371582031,td1,HalfCheetah-v5,2
720896,-330.8776512953766,720,-0.12705838680267334,0.5018653273582458,8.440903663635254,td1,HalfCheetah-v5,2
737280,-338.19049826793093,736,-0.09009578078985214,0.5307305455207825,8.439521789550781,td1,HalfCheetah-v5,2
753664,-334.9693517142066,752,-0.07840164750814438,0.505334734916687,8.43817138671875,td1,HalfCheetah-v5,2
770048,-335.5972171120224,768,-0.09555664658546448,0.5037234425544739,8.436873435974121,td1,HalfCheetah-v5,2
786432,-335.573816974921,784,-0.07891372591257095,0.5122826099395752,8.435585975646973,td1,HalfCheetah-v5,2
802816,-338.8374620735738,800,-0.055345553904771805,0.5295764803886414,8.434348106384277,td1,HalfCheetah-v5,2
819200,-343.86644057092667,816,-0.0715278759598732,0.5420156121253967,8.43319034576416,td1,HalfCheetah-v5,2
835584,-338.0788709792411,832,-0.09176184237003326,0.5357458591461182,8.432076454162598,td1,HalfCheetah-v5,2
851968,-342.3592583978929,848,-0.09579110145568848,0.5745081901550293,8.430960655212402,td1,HalfCheetah-v5,2
868352,-345.66128842208803,864,-0.0695519968867302,0.5278626084327698,8.42984676361084,td1,HalfCheetah-v5,2
884736,-343.2850428381422,880,-0.07307034730911255,0.5549846291542053,8.428786277770996,td1,HalfCheetah-v5,2
901120,-344.4414738025872,896,-0.07267932593822479,0.5952928066253662,8.42775821685791,td1,HalfCheetah-v5,2
917504,-338.47177080836997,912,-0.050863318145275116,0.5904949903488159,8.426765441894531,td1,HalfCheetah-v5,2
933888,-340.2531157121905,928,-0.07383942604064941,0.6194968223571777,8.425841331481934,td1,HalfCheetah-v5,2
950272,-331.413055551142,944,-0.061654746532440186,0.6340819001197815,8.424933433532715,td1,HalfCheetah-v5,2
966656,-336.22948962224194,960,-0.058910638093948364,0.623538076877594,8.424056053161621,td1,HalfCheetah-v5,2
983040,-338.63919616378166,976,-0.07782728224992752,0.6455449461936951,8.423211097717285,td1,HalfCheetah-v5,2
999424,-334.47456822624105,992,-0.03472113609313965,0.6379451751708984,8.422370910644531,td1,HalfCheetah-v5,2
16384,-351.2562072626464,16,0.005807042121887207,650.8963012695312,8.513632774353027,mc,HalfCheetah-v5,0
32768,-346.522177726199,32,-0.007975678890943527,590.5338134765625,8.51483154296875,mc,HalfCheetah-v5,0
49152,-345.61877119221907,48,0.024364590644836426,585.8843383789062,8.515923500061035,mc,HalfCheetah-v5,0
65536,-349.2308778724968,64,0.01609347015619278,595.91796875,8.517280578613281,mc,HalfCheetah-v5,0
81920,-345.08189017919824,80,-0.006854265928268433,539.0889892578125,8.518683433532715,mc,HalfCheetah-v5,0
98304,-346.36403579959614,96,-0.018247198313474655,616.2520141601562,8.520003318786621,mc,HalfCheetah-v5,0
114688,-352.1517235875591,112,0.026815831661224365,609.0608520507812,8.521178245544434,mc,HalfCheetah-v5,0
131072,-350.5084727397095,128,-0.010380424559116364,535.19775390625,8.522477149963379,mc,HalfCheetah-v5,0
147456,-354.1105461123789,144,-0.004838980734348297,606.0039672851562,8.523711204528809,mc,HalfCheetah-v5,0
163840,-348.3907257582588,160,-0.008063726127147675,553.7265014648438,8.52492618560791,mc,HalfCheetah-v5,0
180224,-351.2012871860428,176,-0.0249347984790802,695.1654663085938,8.526124000549316,mc,HalfCheetah-v5,0
196608,-357.8548253787131,192,-0.021716177463531494,690.1612548828125,8.527214050292969,mc,HalfCheetah-v5,0
212992,-355.85015822419086,208,-0.005484001711010933,630.10400390625,8.528182983398438,mc,HalfCheetah-v5,0
229376,-355.6675124080346,224,-0.009702563285827637,475.6074523925781,8.529173851013184,mc,HalfCheetah-v5,0
245760,-350.6063732255753,240,-0.015040189027786255,554.1837158203125,8.530150413513184,mc,HalfCheetah-v5,0
262144,-353.85438991875657,256,0.01978694461286068,584.374755859375,8.531075477600098,mc,HalfCheetah-v5,0
278528,-348.41066280395427,272,-0.0015028566122055054,591.4205932617188,8.532120704650879,mc,HalfCheetah-v5,0
294912,-345.37522257325526,288,-0.012049205601215363,591.6886596679688,8.533186912536621,mc,HalfCheetah-v5,0
311296,-349.525979914352,304,-0.01273125410079956,752.79931640625,8.534180641174316,mc,HalfCheetah-v5,0
327680,-347.58744037871264,320,0.007252126932144165,528.4281616210938,8.535141944885254,mc,HalfCheetah-v5,0
344064,-351.5303483499518,336,0.010235726833343506,636.695068359375,8.536171913146973,mc,HalfCheetah-v5,0
360448,-349.7330948911851,360,-0.022923707962036133,559.2183837890625,8.537261009216309,mc,HalfCheetah-v5,0
376832,-361.3563480107177,376,-0.019994080066680908,770.7804565429688,8.538283348083496,mc,HalfCheetah-v5,0
393216,-361.16575166947433,392,-0.02000713348388672,670.892333984375,8.539254188537598,mc,HalfCheetah-v5,0
409600,-357.87784934127643,408,0.027829766273498535,702.343017578125,8.540160179138184,mc,HalfCheetah-v5,0
425984,-363.1772316216262,424,-0.014411535114049911,594.9769287109375,8.541192054748535,mc,HalfCheetah-v5,0
442368,-359.68255636630914,440,0.0071527063846588135,508.33843994140625,8.542181968688965,mc,HalfCheetah-v5,0
458752,-356.2051768976661,456,-0.007973764091730118,563.12451171875,8.543204307556152,mc,HalfCheetah-v5,0
475136,-351.1122107924922,472,-0.017182469367980957,595.67919921875,8.544220924377441,mc,HalfCheetah-v5,0
491520,-353.6464792419473,488,-0.006883054971694946,688.6447143554688,8.545210838317871,mc,HalfCheetah-v5,0
507904,-350.0171702815072,504,-0.02083440124988556,555.6565551757812,8.546202659606934,mc,HalfCheetah-v5,0
524288,-345.41449841975685,520,0.0013433098793029785,485.2262878417969,8.547135353088379,mc,HalfCheetah-v5,0
540672,-348.3452003439093,536,-0.012716248631477356,551.2230224609375,8.548111915588379,mc,HalfCheetah-v5,0
557056,-361.5791465670401,552,-0.01779972016811371,736.2824096679688,8.549073219299316,mc,HalfCheetah-v5,0
573440,-357.2556755961712,568,-0.00747903436422348,493.0755310058594,8.549994468688965,mc,HalfCheetah-v5,0
589824,-355.47370291737667,584,-0.03150030970573425,559.5131225585938,8.550917625427246,mc,HalfCheetah-v5,0
606208,-348.3630887155672,600,0.016001462936401367,411.07012939453125,8.551750183105469,mc,HalfCheetah-v5,0
622592,-348.1791830997177,616,-0.0227908194065094,566.8956298828125,8.552681922912598,mc,HalfCheetah-v5,0
638976,-346.8602717467262,632,0.0012531578540802002,446.23211669921875,8.55355167388916,mc,HalfCheetah-v5,0
655360,-338.16114592962856,648,-0.013979330658912659,545.0431518554688,8.554472923278809,mc,HalfCheetah-v5,0
671744,-333.624089963355,664,-0.007521763443946838,461.180908203125,8.555373191833496,mc,HalfCheetah-v5,0
688128,-330.27949781600626,680,-6.45071268081665e-05,456.08978271484375,8.556282043457031,mc,HalfCheetah-v5,0
704512,-326.9359585192102,696,-0.02574634552001953,522.50927734375,8.557229042053223,mc,HalfCheetah-v5,0
720896,-328.6327031748548,720,0.004404395818710327,501.7639465332031,8.558114051818848,mc,HalfCheetah-v5,0
737280,-333.78888356323694,736,-0.011226870119571686,572.8269653320312,8.559050559997559,mc,HalfCheetah-v5,0
753664,-335.25445179633965,752,-0.0010364949703216553,517.4271850585938,8.559967994689941,mc,HalfCheetah-v5,0
770048,-335.8228549893546,768,-0.018631651997566223,506.370361328125,8.560929298400879,mc,HalfCheetah-v5,0
786432,-339.07700578950926,784,0.008478574454784393,473.3510437011719,8.561842918395996,mc,HalfCheetah-v5,0
802816,-344.00592520546246,800,-0.02235928177833557,519.4835205078125,8.562821388244629,mc,HalfCheetah-v5,0
819200,-337.93018599777713,816,-0.015919625759124756,447.21282958984375,8.563742637634277,mc,HalfCheetah-v5,0
835584,-336.077669946179,832,0.018219053745269775,479.3248291015625,8.564637184143066,mc,HalfCheetah-v5,0
851968,-336.3469459442469,848,-0.02922426164150238,465.5399169921875,8.565642356872559,mc,HalfCheetah-v5,0
868352,-335.81206054543736,864,0.0001423358917236328,447.28082275390625,8.56655216217041,mc,HalfCheetah-v5,0
884736,-337.2947154880152,880,-0.017190366983413696,419.9100341796875,8.567496299743652,mc,HalfCheetah-v5,0
901120,-334.2908063698403,896,-0.03189779072999954,490.0423278808594,8.56839656829834,mc,HalfCheetah-v5,0
917504,-338.99548598046283,912,-0.01731419563293457,509.1300354003906,8.569199562072754,mc,HalfCheetah-v5,0
933888,-345.2477882456848,928,0.019259013235569,455.15936279296875,8.569976806640625,mc,HalfCheetah-v5,0
950272,-338.18758886263953,944,0.020305722951889038,554.1759033203125,8.570891380310059,mc,HalfCheetah-v5,0
966656,-345.84461488905276,960,-0.010754510760307312,543.4842529296875,8.571921348571777,mc,HalfCheetah-v5,0
983040,-347.18273931362734,976,-0.0010542869567871094,542.84619140625,8.572928428649902,mc,HalfCheetah-v5,0
999424,-348.6060110490165,992,-0.005535691976547241,527.5615844726562,8.573958396911621,mc,HalfCheetah-v5,0
16384,-336.2395606759235,16,-0.010456293821334839,570.91064453125,8.513632774353027,mc,HalfCheetah-v5,1
32768,-337.9499647047329,32,-0.018655970692634583,612.9922485351562,8.51483154296875,mc,HalfCheetah-v5,1
